Created by PLY version 3.11 (http://www.dabeaz.com/ply)

Unused terminals:

    COMMENT

Grammar

Rule 0     S' -> program
    $end            reduce using rule 4 (instructions_block -> { instructions } .)
    }               reduce using rule 4 (instructions_block -> { instructions } .)
    ELSE            reduce using rule 4 (instructions_block -> { instructions } .)


state 84

    (82) unary_expr -> ID ' .

    ;               reduce using rule 82 (unary_expr -> ID ' .)


state 85

    (72) matrix_expr -> matrix_expr DOTADD . matrix_term
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 118
    ID              shift and go to state 119
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    matrix_term                    shift and go to state 117
    matrix_factor                  shift and go to state 64
    matrix                         shift and go to state 92

state 86

    (73) matrix_expr -> matrix_expr DOTSUB . matrix_term
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 118
    ID              shift and go to state 119
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    matrix_term                    shift and go to state 120
    matrix_factor                  shift and go to state 64
    matrix                         shift and go to state 92

state 87

    (61) matrix -> [ outerlist . ]
    (65) outerlist -> outerlist . ; innerlist

    ]               shift and go to state 121
    ;               shift and go to state 122


state 88

    (66) outerlist -> innerlist .
    (67) innerlist -> innerlist . , elem

    ]               reduce using rule 66 (outerlist -> innerlist .)
    ;               reduce using rule 66 (outerlist -> innerlist .)
    ,               shift and go to state 123


state 89

    (68) innerlist -> elem .

    ,               reduce using rule 68 (innerlist -> elem .)
    ]               reduce using rule 68 (innerlist -> elem .)
    ;               reduce using rule 68 (innerlist -> elem .)


state 90

    (62) matrix -> ONES ( . INTNUM )

    INTNUM          shift and go to state 124


state 91

    (78) matrix_factor -> ( matrix_expr . )
    (72) matrix_expr -> matrix_expr . DOTADD matrix_term
    (73) matrix_expr -> matrix_expr . DOTSUB matrix_term

    )               shift and go to state 125
    DOTADD          shift and go to state 85
    DOTSUB          shift and go to state 86


state 92

    (79) matrix_factor -> matrix .

    DOTMUL          reduce using rule 79 (matrix_factor -> matrix .)
    DOTDIV          reduce using rule 79 (matrix_factor -> matrix .)
    )               reduce using rule 79 (matrix_factor -> matrix .)
    DOTADD          reduce using rule 79 (matrix_factor -> matrix .)
    DOTSUB          reduce using rule 79 (matrix_factor -> matrix .)
    ;               reduce using rule 79 (matrix_factor -> matrix .)


state 93

    (80) matrix_factor -> ID .
    (69) elem -> ID .

  ! reduce/reduce conflict for ) resolved using rule 69 (elem -> ID .)
    DOTMUL          reduce using rule 80 (matrix_factor -> ID .)
    DOTDIV          reduce using rule 80 (matrix_factor -> ID .)
    DOTADD          reduce using rule 80 (matrix_factor -> ID .)
    DOTSUB          reduce using rule 80 (matrix_factor -> ID .)
    *               reduce using rule 69 (elem -> ID .)
    /               reduce using rule 69 (elem -> ID .)
    )               reduce using rule 69 (elem -> ID .)
    +               reduce using rule 69 (elem -> ID .)
    -               reduce using rule 69 (elem -> ID .)

  ! )               [ reduce using rule 80 (matrix_factor -> ID .) ]


state 94

    (63) matrix -> ZEROS ( . INTNUM )

    INTNUM          shift and go to state 126


state 95

    (64) matrix -> EYE ( . INTNUM )

    INTNUM          shift and go to state 127


state 96

    (81) unary_expr -> - ID .

    ;               reduce using rule 81 (unary_expr -> - ID .)


state 97

    (75) matrix_term -> matrix_term DOTMUL . matrix_factor
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 118
    ID              shift and go to state 119
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    matrix_factor                  shift and go to state 128
    matrix                         shift and go to state 92

state 98

    (76) matrix_term -> matrix_term DOTDIV . matrix_factor
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 118
    ID              shift and go to state 119
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    matrix_factor                  shift and go to state 129
    matrix                         shift and go to state 92

state 99

    (60) MID -> ID [ INTNUM , . INTNUM ]

    INTNUM          shift and go to state 130


state 100

    (15) if_instruction -> IF ( relational_expr ) . instructions_block
    (16) if_instruction -> IF ( relational_expr ) . instruction
    (17) if_instruction -> IF ( relational_expr ) . instructions_block ELSE instruction
    (18) if_instruction -> IF ( relational_expr ) . instruction ELSE instruction
    (4) instructions_block -> . { instructions }
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (60) MID -> . ID [ INTNUM , INTNUM ]

    {               shift and go to state 22
    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21

    instructions_block             shift and go to state 131
    instruction                    shift and go to state 132
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    MID                            shift and go to state 14

state 101

    (54) relational_expr -> expr GREATEREQUAL . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 133
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 102

    (55) relational_expr -> expr EQUALS . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 134
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 103

    (56) relational_expr -> expr NOTEQUALS . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 135
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 104

    (57) relational_expr -> expr LOWEREQUAL . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 136
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 105

    (58) relational_expr -> expr < . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 137
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 106

    (59) relational_expr -> expr > . expr
    (46) expr -> . expr + term
    (47) expr -> . expr - term
    (48) expr -> . term
    (49) term -> . term * factor
    (50) term -> . term / factor
    (51) term -> . factor
    (52) factor -> . ( expr )
    (53) factor -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    (               shift and go to state 40
    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    expr                           shift and go to state 138
    term                           shift and go to state 38
    factor                         shift and go to state 39
    elem                           shift and go to state 41

state 107

    (21) for_instruction -> FOR ID = ID . : ID instructions_block
    (22) for_instruction -> FOR ID = ID . : ID instruction

    :               shift and go to state 139


state 108

    (19) for_instruction -> FOR ID = INTNUM . : ID instructions_block
    (20) for_instruction -> FOR ID = INTNUM . : ID instruction

    :               shift and go to state 140


state 109

    (23) while_instruction -> WHILE ( relational_expr ) . instructions_block
    (24) while_instruction -> WHILE ( relational_expr ) . instruction
    (4) instructions_block -> . { instructions }
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (60) MID -> . ID [ INTNUM , INTNUM ]

    {               shift and go to state 22
    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21

    instructions_block             shift and go to state 141
    instruction                    shift and go to state 142
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    MID                            shift and go to state 14

state 110

    (29) print_list -> print_list , expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    ;               reduce using rule 29 (print_list -> print_list , expr .)
    ,               reduce using rule 29 (print_list -> print_list , expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 111

    (30) print_list -> print_list , STRING .

    ;               reduce using rule 30 (print_list -> print_list , STRING .)
    ,               reduce using rule 30 (print_list -> print_list , STRING .)


state 112

    (46) expr -> expr + term .
    (49) term -> term . * factor
    (50) term -> term . / factor

    +               reduce using rule 46 (expr -> expr + term .)
    -               reduce using rule 46 (expr -> expr + term .)
    ;               reduce using rule 46 (expr -> expr + term .)
    ,               reduce using rule 46 (expr -> expr + term .)
    GREATEREQUAL    reduce using rule 46 (expr -> expr + term .)
    EQUALS          reduce using rule 46 (expr -> expr + term .)
    NOTEQUALS       reduce using rule 46 (expr -> expr + term .)
    LOWEREQUAL      reduce using rule 46 (expr -> expr + term .)
    <               reduce using rule 46 (expr -> expr + term .)
    >               reduce using rule 46 (expr -> expr + term .)
    )               reduce using rule 46 (expr -> expr + term .)
    *               shift and go to state 79
    /               shift and go to state 80


state 113

    (47) expr -> expr - term .
    (49) term -> term . * factor
    (50) term -> term . / factor

    +               reduce using rule 47 (expr -> expr - term .)
    -               reduce using rule 47 (expr -> expr - term .)
    ;               reduce using rule 47 (expr -> expr - term .)
    ,               reduce using rule 47 (expr -> expr - term .)
    GREATEREQUAL    reduce using rule 47 (expr -> expr - term .)
    EQUALS          reduce using rule 47 (expr -> expr - term .)
    NOTEQUALS       reduce using rule 47 (expr -> expr - term .)
    LOWEREQUAL      reduce using rule 47 (expr -> expr - term .)
    <               reduce using rule 47 (expr -> expr - term .)
    >               reduce using rule 47 (expr -> expr - term .)
    )               reduce using rule 47 (expr -> expr - term .)
    *               shift and go to state 79
    /               shift and go to state 80


state 114

    (49) term -> term * factor .

    *               reduce using rule 49 (term -> term * factor .)
    /               reduce using rule 49 (term -> term * factor .)
    +               reduce using rule 49 (term -> term * factor .)
    -               reduce using rule 49 (term -> term * factor .)
    ;               reduce using rule 49 (term -> term * factor .)
    ,               reduce using rule 49 (term -> term * factor .)
    GREATEREQUAL    reduce using rule 49 (term -> term * factor .)
    EQUALS          reduce using rule 49 (term -> term * factor .)
    NOTEQUALS       reduce using rule 49 (term -> term * factor .)
    LOWEREQUAL      reduce using rule 49 (term -> term * factor .)
    <               reduce using rule 49 (term -> term * factor .)
    >               reduce using rule 49 (term -> term * factor .)
    )               reduce using rule 49 (term -> term * factor .)


state 115

    (50) term -> term / factor .

    *               reduce using rule 50 (term -> term / factor .)
    /               reduce using rule 50 (term -> term / factor .)
    +               reduce using rule 50 (term -> term / factor .)
    -               reduce using rule 50 (term -> term / factor .)
    ;               reduce using rule 50 (term -> term / factor .)
    ,               reduce using rule 50 (term -> term / factor .)
    GREATEREQUAL    reduce using rule 50 (term -> term / factor .)
    EQUALS          reduce using rule 50 (term -> term / factor .)
    NOTEQUALS       reduce using rule 50 (term -> term / factor .)
    LOWEREQUAL      reduce using rule 50 (term -> term / factor .)
    <               reduce using rule 50 (term -> term / factor .)
    >               reduce using rule 50 (term -> term / factor .)
    )               reduce using rule 50 (term -> term / factor .)


state 116

    (52) factor -> ( expr ) .

    *               reduce using rule 52 (factor -> ( expr ) .)
    /               reduce using rule 52 (factor -> ( expr ) .)
    +               reduce using rule 52 (factor -> ( expr ) .)
    -               reduce using rule 52 (factor -> ( expr ) .)
    ;               reduce using rule 52 (factor -> ( expr ) .)
    ,               reduce using rule 52 (factor -> ( expr ) .)
    GREATEREQUAL    reduce using rule 52 (factor -> ( expr ) .)
    EQUALS          reduce using rule 52 (factor -> ( expr ) .)
    NOTEQUALS       reduce using rule 52 (factor -> ( expr ) .)
    LOWEREQUAL      reduce using rule 52 (factor -> ( expr ) .)
    <               reduce using rule 52 (factor -> ( expr ) .)
    >               reduce using rule 52 (factor -> ( expr ) .)
    )               reduce using rule 52 (factor -> ( expr ) .)


state 117

    (72) matrix_expr -> matrix_expr DOTADD matrix_term .
    (75) matrix_term -> matrix_term . DOTMUL matrix_factor
    (76) matrix_term -> matrix_term . DOTDIV matrix_factor

    DOTADD          reduce using rule 72 (matrix_expr -> matrix_expr DOTADD matrix_term .)
    DOTSUB          reduce using rule 72 (matrix_expr -> matrix_expr DOTADD matrix_term .)
    ;               reduce using rule 72 (matrix_expr -> matrix_expr DOTADD matrix_term .)
    )               reduce using rule 72 (matrix_expr -> matrix_expr DOTADD matrix_term .)
    DOTMUL          shift and go to state 97
    DOTDIV          shift and go to state 98


state 118

    (78) matrix_factor -> ( . matrix_expr )
    (72) matrix_expr -> . matrix_expr DOTADD matrix_term
    (73) matrix_expr -> . matrix_expr DOTSUB matrix_term
    (74) matrix_expr -> . matrix_term
    (75) matrix_term -> . matrix_term DOTMUL matrix_factor
    (76) matrix_term -> . matrix_term DOTDIV matrix_factor
    (77) matrix_term -> . matrix_factor
    (78) matrix_factor -> . ( matrix_expr )
    (79) matrix_factor -> . matrix
    (80) matrix_factor -> . ID
    (61) matrix -> . [ outerlist ]
    (62) matrix -> . ONES ( INTNUM )
    (63) matrix -> . ZEROS ( INTNUM )
    (64) matrix -> . EYE ( INTNUM )

    (               shift and go to state 118
    ID              shift and go to state 119
    [               shift and go to state 57
    ONES            shift and go to state 58
    ZEROS           shift and go to state 60
    EYE             shift and go to state 61

    matrix_expr                    shift and go to state 91
    matrix_term                    shift and go to state 63
    matrix_factor                  shift and go to state 64
    matrix                         shift and go to state 92

state 119

    (80) matrix_factor -> ID .

    DOTMUL          reduce using rule 80 (matrix_factor -> ID .)
    DOTDIV          reduce using rule 80 (matrix_factor -> ID .)
    DOTADD          reduce using rule 80 (matrix_factor -> ID .)
    DOTSUB          reduce using rule 80 (matrix_factor -> ID .)
    ;               reduce using rule 80 (matrix_factor -> ID .)
    )               reduce using rule 80 (matrix_factor -> ID .)


state 120

    (73) matrix_expr -> matrix_expr DOTSUB matrix_term .
    (75) matrix_term -> matrix_term . DOTMUL matrix_factor
    (76) matrix_term -> matrix_term . DOTDIV matrix_factor

    DOTADD          reduce using rule 73 (matrix_expr -> matrix_expr DOTSUB matrix_term .)
    DOTSUB          reduce using rule 73 (matrix_expr -> matrix_expr DOTSUB matrix_term .)
    ;               reduce using rule 73 (matrix_expr -> matrix_expr DOTSUB matrix_term .)
    )               reduce using rule 73 (matrix_expr -> matrix_expr DOTSUB matrix_term .)
    DOTMUL          shift and go to state 97
    DOTDIV          shift and go to state 98


state 121

    (61) matrix -> [ outerlist ] .

    ;               reduce using rule 61 (matrix -> [ outerlist ] .)
    DOTMUL          reduce using rule 61 (matrix -> [ outerlist ] .)
    DOTDIV          reduce using rule 61 (matrix -> [ outerlist ] .)
    DOTADD          reduce using rule 61 (matrix -> [ outerlist ] .)
    DOTSUB          reduce using rule 61 (matrix -> [ outerlist ] .)
    )               reduce using rule 61 (matrix -> [ outerlist ] .)


state 122

    (65) outerlist -> outerlist ; . innerlist
    (67) innerlist -> . innerlist , elem
    (68) innerlist -> . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    innerlist                      shift and go to state 143
    elem                           shift and go to state 89

state 123

    (67) innerlist -> innerlist , . elem
    (69) elem -> . ID
    (70) elem -> . INTNUM
    (71) elem -> . FLONUM

    ID              shift and go to state 42
    INTNUM          shift and go to state 43
    FLONUM          shift and go to state 44

    elem                           shift and go to state 144

state 124

    (62) matrix -> ONES ( INTNUM . )

    )               shift and go to state 145


state 125

    (78) matrix_factor -> ( matrix_expr ) .

    DOTMUL          reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)
    DOTDIV          reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)
    DOTADD          reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)
    DOTSUB          reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)
    ;               reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)
    )               reduce using rule 78 (matrix_factor -> ( matrix_expr ) .)


state 126

    (63) matrix -> ZEROS ( INTNUM . )

    )               shift and go to state 146


state 127

    (64) matrix -> EYE ( INTNUM . )

    )               shift and go to state 147


state 128

    (75) matrix_term -> matrix_term DOTMUL matrix_factor .

    DOTMUL          reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)
    DOTDIV          reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)
    DOTADD          reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)
    DOTSUB          reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)
    ;               reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)
    )               reduce using rule 75 (matrix_term -> matrix_term DOTMUL matrix_factor .)


state 129

    (76) matrix_term -> matrix_term DOTDIV matrix_factor .

    DOTMUL          reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)
    DOTDIV          reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)
    DOTADD          reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)
    DOTSUB          reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)
    ;               reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)
    )               reduce using rule 76 (matrix_term -> matrix_term DOTDIV matrix_factor .)


state 130

    (60) MID -> ID [ INTNUM , INTNUM . ]

    ]               shift and go to state 148


state 131

    (15) if_instruction -> IF ( relational_expr ) instructions_block .
    (17) if_instruction -> IF ( relational_expr ) instructions_block . ELSE instruction
    (14) instruction -> instructions_block .

  ! shift/reduce conflict for ELSE resolved as shift
  ! shift/reduce conflict for ELSE resolved as shift
  ! reduce/reduce conflict for ID resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for IF resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for FOR resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for WHILE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for PRINT resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for BREAK resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for CONTINUE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for RETURN resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for { resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for $end resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for } resolved using rule 14 (instruction -> instructions_block .)
    ELSE            shift and go to state 149
    ID              reduce using rule 14 (instruction -> instructions_block .)
    IF              reduce using rule 14 (instruction -> instructions_block .)
    FOR             reduce using rule 14 (instruction -> instructions_block .)
    WHILE           reduce using rule 14 (instruction -> instructions_block .)
    PRINT           reduce using rule 14 (instruction -> instructions_block .)
    BREAK           reduce using rule 14 (instruction -> instructions_block .)
    CONTINUE        reduce using rule 14 (instruction -> instructions_block .)
    RETURN          reduce using rule 14 (instruction -> instructions_block .)
    {               reduce using rule 14 (instruction -> instructions_block .)
    $end            reduce using rule 14 (instruction -> instructions_block .)
    }               reduce using rule 14 (instruction -> instructions_block .)

  ! ID              [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! IF              [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! FOR             [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! WHILE           [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! PRINT           [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! BREAK           [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! CONTINUE        [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! RETURN          [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! {               [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! $end            [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! }               [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! ELSE            [ reduce using rule 15 (if_instruction -> IF ( relational_expr ) instructions_block .) ]
  ! ELSE            [ reduce using rule 14 (instruction -> instructions_block .) ]


state 132

    (16) if_instruction -> IF ( relational_expr ) instruction .
    (18) if_instruction -> IF ( relational_expr ) instruction . ELSE instruction

  ! shift/reduce conflict for ELSE resolved as shift
    ID              reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    IF              reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    FOR             reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    WHILE           reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    PRINT           reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    BREAK           reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    CONTINUE        reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    RETURN          reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    {               reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    $end            reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    }               reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .)
    ELSE            shift and go to state 150

  ! ELSE            [ reduce using rule 16 (if_instruction -> IF ( relational_expr ) instruction .) ]


state 133

    (54) relational_expr -> expr GREATEREQUAL expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 54 (relational_expr -> expr GREATEREQUAL expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 134

    (55) relational_expr -> expr EQUALS expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 55 (relational_expr -> expr EQUALS expr .)
    +               shift and go to state 77
